Nr;Text_vorher;UNG;Text_danach;Textstelle;Sprachraum;Jahr;Textsorte;Textstelle5;Erstglied;Lemma;NOM_V;FVG;Fremdwortbasis;Praefix;Numerus;Simplexbasis;Konstruktion;als_praep_Kompl;Prep_Det_Nom;Adj;Genitiv;Det;Prep;Anmerkungen
318; glauben ein mechtiger Trost/  das sie in solcher ;anfechtung; einen Propheten zum mitgesellen haben/  der wol R;NOBD-1560-KT-046.txt;NOBD;1560;KT;046.txt;NA;Anfechtung;NA;NA;NEIN;an;SG;NEIN;PREP_DET_NOM;NEIN;NA;NA;NA;s;in;NA
194;ge Wunden/ seind eine gewisse  zuflucht/ in allen ;anfechtungen;: Sie seind ein vestes bewehrtes Schloss/ wider die;OOBD-1620-KT-075.txt;OOBD;1620;KT;075.txt;NA;Anfechtung;NA;NA;NEIN;an;PL;NEIN;PREP_DET_NOM;NEIN;NA;NA;NA;s;in;NA
317;e massen sehr hart sey geplaget worden mit dieser ;Anfechtung;/  das er weder glauben noch beten hat koennen/ Den;NOBD-1560-KT-046.txt;NOBD;1560;KT;046.txt;NA;Anfechtung;NA;NA;NEIN;an;SG;NEIN;PREP_DET_NOM;NEIN;NA;NA;NA;DEM;mit;NA
473;d wilt du Gottes Diener sein/ so schicke dich zur ;anfechtung;/[?] Halt feste/ vnd leyde dich/ vnnd wancke[?] ni;NOBD-1620-KT-081.txt;NOBD;1620;KT;081.txt;NA;Anfechtung;NA;NA;NEIN;an;SG;NEIN;PREP_DET_NOM;NEIN;NA;NA;NA;b;zu;NA
472; Weil du Gott lieb warest/ so musts so seyn/ ohne ;anfechtung; mustestu nicht bleiben. Sirach der weise Mann the;NOBD-1620-KT-081.txt;NOBD;1620;KT;081.txt;NA;Anfechtung;NA;NA;NEIN;an;SG;NEIN;PREP_NOM;NEIN;NA;NA;NA;KEIN;ohne;NA
2371; damals die Cron Hungern/  von wegen der schweren ;Anfechtung; der Tuercken/ eines treffenlichen Haupts nothduerff;WMD-1620-ST-088.txt;WMD;1620;ST;088.txt;NA;Anfechtung;NA;NA;NEIN;an;SG;NEIN;DET_ADJ_NOM_GEN;NEIN;NA;schwer;NA;b;NA;NA
196;he truebsal erlitten/ weil er daneben mit schweren ;anfechtungen; beladen/ vnd mit gantz gefaehrlichen gedancken ist;OOBD-1620-KT-075.txt;OOBD;1620;KT;075.txt;NA;Anfechtung;NA;NA;NEIN;an;PL;NEIN;PREP_ADJ_NOM;NEIN;NA;schwer;NA;KEIN;mit;NA
28;erwertigkeyt  angegriffen/ vn_ mit vilen schweren ;anfechtungen; versuchet  ward/ kondte jm der Teuf fel nit beyko;NOBD-1560-KT-046.txt;NOBD;1560;KT;046.txt;NA;Anfechtung;NA;NA;NEIN;an;PL;NEIN;PREP_DET_ADJ_NOM_;NEIN;NA;schwer;NA;s;mit;NA
107;em Kayser die LandesBeschwernisse/  und; Religions=Anfechtungen;/%---------------------[011]  und der daraus entst;NOBD-1710-ST-135.txt;NOBD;1710;ST;135.txt;Religions;Anfechtung;NA;NA;NEIN;an;PL;NEIN;NOM;NEIN;NA;NA;NA;KEIN;NA;NA
5002;Ehre nicht geraubet werde/ <z><l>[...]</l> sagt Bernhardus/ Was man den Wercken zuschreibet/ das wird von der Gnaden genomen.</z> Zum andern/ Das die Gewissen in schweren;Anfechtungen;vnd Todes kampff ein bestendigen Trost haben/ doran sie sich halten koennen/ <z>Roman. 4. Derhalben mus die Gerechtigkeit durch den Glauben komen/ auff das sie;OMD-1590-KT-066.txt;OMD;1590;KT;066.txt;NA;Anfechtung;NA;NA;NEIN;an;PL;NEIN;PREP_ADJ_NOM;NEIN;NA;schwer;NA;KEIN;in;NA
5001;welche seeliglich in Christo Jesu entschlaffen/ die ligen allda in der Ruhe/ in der Still/ gleich als in einem suessen Schlaff/ verschlaffen viel Verfolgung vnnd;Anfechtung/;viel Vnglueck/ Vnfall/ Hertzenleid/ vnd Betruebnuess/ viel Krieg vnd Kriegsgeschrey/ deren sie in jhrem sanfften vnd suessen Schlaff nicht eins gewahr werden. Dahin dann Gott;WMD-1620-KT-neu.txt;WMD;1620;KT;neu.txt;NA;Anfechtung;NA;NA;NEIN;an;SG;NEIN;DET_NOM;NEIN;NA;NA;NA;s;NA;NA
636; Unsers Seel. Herrn werthe Eltern/ an gebuehrender ;Anfuehrung; zum andaechtigen  Gebet und waarer hertzlicher Got;NOBD-1680-KT-neu.txt;NOBD;1680;KT;neu.txt;NA;Anfuehrung;NA;NA;NEIN;an;PL;NEIN;PREP_ADJ_NOM;JA;NA;gebuehrend;NA;KEIN;an;NA
2650;igl. Preussi= sche Trouppen/ durch Helden=muethige ;Anfuehrung; ihres Generals/  des Fuersten von Anhalt=Dessau/ s;WMD-1710-ST-142.txt;WMD;1710;ST;142.txt;NA;Anfuehrung;NA;NA;NEIN;an;SG;NEIN;PREP_ADJ_NOM_GEN;JA;NA;heldenmuetig;postnom;KEIN;durch;NA
2638;ch schwaechern[?]/  unter tapfrer und klugmuethiger ;Anfuehrung; der zweyen Weltberuehmten  Kriegs=Helden/ nemlich ;WMD-1710-ST-142.txt;WMD;1710;ST;142.txt;NA;Anfuehrung;NA;NA;NEIN;an;SG;NEIN;PREP_ADJ_NOM_GEN;JA;NA;klugmuetig;postnom;KEIN;unter;NA
1907;che  Reich aussgemacht/ wie anderswo dessen bereit ;Anfuehrung; beschehen. Die zweyte: da  einem allein das volls;OOBD-1710-ST-130.txt;OOBD;1710;ST;130.txt;NA;Anfuehrung;NA;NA;NEIN;an;SG;NEIN;GEN_ADJ_NOM;NEIN;NA;bereit;prenom;s;NA;NA
1955;a Cesaris/ ind dairu_b wat geschicht. strijde off ;anheuu_ge; d[er] Stede off d[er] gelijche. geschreue_ syn/ d;WMD-1500-ST-013.txt;WMD;1500;ST;013.txt;NA;Anhaeufung;NA;NA;NEIN;an;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;auf;NA
1117;te kurtz.  An meisten wird das Woertlein (vor) bey ;Anhaeftung; anderer/ in das (e) verwandelt/ als: <m>verbunden;OMD-1650-ST-101.txt;OMD;1650;ST;101.txt;NA;Anheftung;NA;NA;NEIN;an;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;bei;NA
647;es Gottesdienstes/  mit Hochachtung und eiferiger ;Anhoerung; des gepriedigten Worts/ und mit offtmaligem und a;NOBD-1680-KT-neu.txt;NOBD;1680;KT;neu.txt;NA;Anhoerung;NA;NA;NEIN;an;SG;NEIN;PREP_ADJ_NOM_GEN;JA;NA;eifrig;postnom;KEIN;mit;NA
392;.</z> Das stehet in zweyen Stuecken/ Erstlich/  in ;anhoerung; Gottes Worts. Zum Andern/ im lernen/  Dawider bri;NOBD-1590-KT-063.txt;NOBD;1590;KT;063.txt;NA;Anhoerung;NA;NA;NEIN;an;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;in;NA
676;s/ auch fuer Belaestigung der Nebel und Winde/ auch ;Anlauffung; der Baeche und dess Wassers so von den Gebuergen kom;NOBD-1680-ST-neu.txt;NOBD;1680;ST;neu.txt;NA;Anlaufung;NA;NA;NEIN;an;SG;NEIN;NOM_GEN;NEIN;NA;NA;postnom;KEIN;NA;NA
674;e entweder eben oder bergicht.  Man solle aber in ;Anlegung; eines Meyerhoffs/ wo mueglich/ und es die Gelegenh;NOBD-1680-ST-neu.txt;NOBD;1680;ST;neu.txt;NA;Anlegung;NA;NA;NEIN;an;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;in;NA
1874;e Umwege nachzufolgen) solcher massen aus blosser ;Anlehrung; eines gesunden Verstands erkennet/ und deme gemaess;OOBD-1710-ST-130.txt;OOBD;1710;ST;130.txt;NA;Anlehrung;NA;NA;NEIN;an;SG;NEIN;PREP_ADJ_NOM;JA;NA;bloss;postnom;KEIN;aus;NA
5003;mit Gesang lobet/ und sich desselben in denen Kyrchen-Versammlungen bedienet. Von dieser Warheit eure Christliche Liebe zu ueberzeugen/ finden wir im Alten und N. Test.;Anleitung;genug. Als GOtt der HErr sein Volck Jsrael gluecklich durch das rothe Meer gefuehret/ so stimmt nicht nur Moses samt dem ganzen Volk dem HErrn;NOBD-1710-KT-neu.txt;NOBD;1710;KT;neu.txt;NA;Anleitung;finden;NA;NEIN;an;SG;NEIN;NOM;NEIN;NA;NA;NA;KEIN;NA;NA
708; Aussladung desDachs/ von gebachenen Steinen/ nach ;Anleitung; beygesetzter Figuren *A B C D sub Num. II.* mache;NOBD-1680-ST-neu.txt;NOBD;1680;ST;neu.txt;NA;Anleitung;NA;NA;NEIN;an;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;nach;NA
2900;tellatim* gehen/ jhme ohn zweiffel ein vrsach vnd ;anleitung; geben/  sich so sehr auff die Astronomy vnd Stern;WOBD-1620-ST-078.txt;WOBD;1620;ST;078.txt;NA;Anleitung;NA;NA;NEIN;an;SG;NEIN;DET_NOM_V;NEIN;NA;NA;NA;u;NA;NA
556;klaerung des Texts.  Hierauff wollen wir nun/ nach ;Anmahnung; dieser Erklaerten  Wort/ den HErrn Jesum auff ein ;NOBD-1650-KT-100.txt;NOBD;1650;KT;100.txt;NA;Anmahnung;NA;NA;NEIN;an;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;unter;NA
105;  im Reich solten erhalten  werden.   3) Dass alle ;Anforderungen;/ so ein  Theil gegen das andere zu Kloestern/ Kirc;NOBD-1710-ST-135.txt;NOBD;1710;ST;135.txt;NA;Anmerkung;NA;NA;NEIN;an;PL;NEIN;DET_NOM;NEIN;NA;NA;NA;s;NA;NA
1903;t beygebrachter  Theilung unter *Ludovico P.* und ;Anmerkung; darueber.</h1>  VOn was fuer Art diese Theilung gew;OOBD-1710-ST-130.txt;OOBD;1710;ST;130.txt;NA;Anmerkung;NA;NA;NEIN;an;SG;NEIN;NOM;NEIN;NA;NA;NA;KEIN;NA;NA
1949;uermitz die wale_ intstain mochte. Jnd in sulcher ;anmyrckung; wurde_ ouch gebuwen Regensburg Metz/ Leon rc. Mer;WMD-1500-ST-013.txt;WMD;1500;ST;013.txt;NA;Anmerkung;NA;NA;NEIN;an;SG;NEIN;PREP_DET_NOM;NEIN;NA;NA;NA;s;in;NA
89;nliches kan gebrauchet werden/ seynd nachfolgende ;Anwerckungen;.   1. Der Sand/ welchen man auss Gruben graebt und ;NOBD-1680-ST-neu.txt;NOBD;1680;ST;neu.txt;NA;Anmerkung;NA;NA;NEIN;an;PL;NEIN;ADJ_NOM;NEIN;NA;nachfolgend;NA;KEIN;NA;NA
1827;e/  als an dich/ dass ich kein andere herrschende  ;Anmuthung; habe/ als dir zu gefallen. Man sage nur/ was man ;OOBD-1710-KT-neu.txt;OOBD;1710;KT;neu.txt;NA;Anmutung;NA;NA;NEIN;an;SG;NEIN;DET_ADJ_NOM;NEIN;NA;herrschend;NA;s;NA;NA
1838;m Wuercken weil die Liebe GOttes  die herrschende ;Anmuthung; ihres Hertzens ist/ weil sie lebt/ und stirbt in ;OOBD-1710-KT-neu.txt;OOBD;1710;KT;neu.txt;NA;Anmutung;NA;NA;NEIN;an;SG;NEIN;DET_ADJ_NOM_GEN;NEIN;NA;herrschend;NA;b;NA;NA
1821;ie Ergoetzlichkeit/ weder die Eytelkeit/ weder die ;Anmuthung; wird mehr bey mir gelten/ als die Treu/ Ehrenbiet;OOBD-1710-KT-neu.txt;OOBD;1710;KT;neu.txt;NA;Anmutung;NA;NA;NEIN;an;SG;NEIN;DET_NOM;NEIN;NA;NA;NA;b;NA;NA
395;icher Thieren an sich/ nach beschaffenheit  jhrer ;anmuetungen;.  Die fuenfften seyndErdgeister/ vnd wohnen vnder ;WOBD-1620-KT-079.txt;WOBD;1620;KT;079.txt;NA;Anmutung;NA;NA;NEIN;an;PL;NEIN;GEN_NOM;NEIN;NA;NA;prenom;s;NA;NA
261;zu[_?]Theil wurden/  das ist/ dem Wuetten unserer  ;Anmuthungen;/ und der Grausambkeit unserer Missethaten ueberlif;OOBD-1710-KT-neu.txt;OOBD;1710;KT;neu.txt;NA;Anmutung;NA;NA;NEIN;an;PL;NEIN;GEN_NOM;NEIN;NA;NA;prenom;s;NA;NA
272;wegungen dess Hertzens/ zu ihm zu trachten/ unsere ;Anmuthungen; innzuhalten/  unseren boesen Humor nit herauss  zu ;OOBD-1710-KT-neu.txt;OOBD;1710;KT;neu.txt;NA;Anmutung;NA;NA;NEIN;an;PL;NEIN;GEN_NOM;NEIN;NA;NA;prenom;s;NA;NA
275;ott/  und fallet alsdann in die Verwirrung seiner ;Anmuthungen;. Wie aber das Hertz in diser staetten Neigung gege;OOBD-1710-KT-neu.txt;OOBD;1710;KT;neu.txt;NA;Anmutung;NA;NA;NEIN;an;PL;NEIN;GEN_NOM;NEIN;NA;NA;prenom;s;NA;NA
273;erzukehren/  und alsdann von sich selbsten zu den ;Anmuthungen; einen Sprung zu thun.  Ja GOtt! ich will offt an ;OOBD-1710-KT-neu.txt;OOBD;1710;KT;neu.txt;NA;Anmutung;NA;NA;NEIN;an;PL;NEIN;PREP_DET_NOM;NEIN;NA;NA;NA;b;zu;NA
87;gebrauchen/ setzen wir zur Nachricht diese wenige ;Anmerckungen;.  1. Wann man gute gebachene Steine/ so fest/ und;NOBD-1680-ST-neu.txt;NOBD;1680;ST;neu.txt;NA;Anmutung;NA;NA;NEIN;an;PL;NEIN;DET_ADJ_NOM;NEIN;NA;wenig;NA;s;NA;NA
1221;Wesens seines Vaters/ *Hebr. I, 3.* sondern durch ;Annehmung;  derer herrlichen Tugenden/ die an JEsu gefunden ;OMD-1710-KT-137.txt;OMD;1710;KT;137.txt;NA;Annehmung;NA;NA;NEIN;an;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;durch;NA
148;hem fall nit verpunden werden/ Vnd was also durch ;annemung;  des beclagten mit clag/ antwort/ burgschafft/ fr;NOBD-1500-ST-008.txt;NOBD;1500;ST;008.txt;NA;Annehmung;NA;NA;NEIN;an;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;durch;NA
1491;lassen/  darzu auch du/ wie ain jeder Ambtman/ in ;annemung; deines Ambts/ schwoern must/ das merck/ Du must sc;OOBD-1590-ST-neu.txt;OOBD;1590;ST;neu.txt;NA;Annehmung;NA;NA;NEIN;an;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;in;NA
247;en So mag doch darumb nit gesagt werde_ das solch ;annemung;/ allain durch die Roemische Kirchen/ sunder anfeng;NOBD-1530-KT-027.txt;NOBD;1530;KT;027.txt;NA;Annehmung;NA;NA;NEIN;an;SG;NEIN;DET_NOM;NEIN;NA;NA;NA;s;NA;NA
2381;ichsten der Staendt in Hungern/ bey denen dann die ;Annehmung;  eines Koenigs/ von Alter am meisten gestanden ist;WMD-1620-ST-088.txt;WMD;1620;ST;088.txt;NA;Annehmung;NA;NA;NEIN;an;SG;NEIN;DET_NOM_GEN;NEIN;NA;NA;postnom;b;NA;NA
2893;o/ als der Teuffel sahe/ dass der Mensch durch die ;annemmung; der menschlichen  Natur/ biss in den Himmel der Go;WOBD-1620-KT-079.txt;WOBD;1620;KT;079.txt;NA;Annehmung;NA;NA;NEIN;an;SG;NEIN;DET_NOM_GEN;NEIN;NA;NA;postnom;b;NA;NA
3351;fuehrter gottloser |sitten und gewohnheiten/  auch ;annemmung; reiner Lehre/ nicht uebel dieneten/  noch ungeschi;WOBD-1710-KT-neu.txt;WOBD;1710;KT;neu.txt;NA;Annehmung;NA;NA;NEIN;an;SG;NEIN;NOM_GEN;NEIN;NA;NA;postnom;KEIN;NA;NA
2404;durch Mittel[?] der *adoption,* vnd rechtmessigen ;Annemmung; an eines Kindes statt/ welche *adoptio* darumb (w;WMD-1620-ST-088.txt;WMD;1620;ST;088.txt;NA;Annehmung;NA;NA;NEIN;an;SG;NEIN;ADJ_NOM;NEIN;NA;rechtmaessig;NA;KEIN;NA;NA
3402;/ dafuer du billich dem Schoepffer/ als der solcher ;Anordnung;  ihr Maass und Ziel durch die Natur vorgeschrieben;WOBD-1710-ST-133.txt;WOBD;1710;ST;133.txt;NA;Anordnung;NA;NA;NEIN;an;SG;NEIN;DET_NOM;NEIN;NA;NA;NA;s;NA;NA
274;t zu gefallen/ seinen Willen zu vollziehen/ seine ;Anordnungen;  anzunehmen suche/ und dises heist staetts und ohn;OOBD-1710-KT-neu.txt;OOBD;1710;KT;neu.txt;NA;Anordnung;NA;NA;NEIN;an;PL;NEIN;GEN_NOM;NEIN;NA;NA;prenom;s;NA;NA
5004;danken wir auch in unterthaenigem Gehorsam Einem ganzen HochEdlen und Hochweisen Rath/ und insonderheit unsers Hochgeehrtesten Herrn Kyrchen-Pflegers Hochadel. Herrlichkeit/ durch dessen Vorsorge/ Fuerbitt/ und;Anordnung;dieses schoene Orgel-Werk allhier stehet. Als ich die Ehre hatte/ Dero HochEdlen Herrlichk. zu dem hochansehnlichen *Ephorat* und Kyrchen Pfleg-Amt in Unterthaenigkeit zu *gratuli*ren so;NOBD-1710-KT-neu.txt;NOBD;1710;KT;neu.txt;NA;Anordnung;NA;NA;NEIN;an;SG;NEIN;PREP_GEN_NOM;NEIN;NA;NA;prenom;KEIN;durch;NA
1009; haben sie sich widerumb gesterckt/ vnd sind auff ;anreitzunge; Stilliconis des Roemischen Patricij/ wider den Kei;OMD-1560-ST-047.txt;OMD;1560;ST;047.txt;NA;Anreizung;NA;NA;NEIN;an;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;auf;NA
1432;ER, Grossneugarten/ dann die Neugartner  haben aus ;anraitzung; aines Weibs DOBRINA genannt denselben Volodimer  ;OOBD-1560-ST-039.txt;OOBD;1560;ST;039.txt;NA;Anreizung;NA;NA;NEIN;an;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;aus;NA
366;hts krefftigers  gefunden werden mag/ dann solche ;anreitzung; des gemuets.     Aber solche hertzliche bewegungen;NOBD-1560-ST-045.txt;NOBD;1560;ST;045.txt;NA;Anreizung;NA;NA;NEIN;an;SG;NEIN;DET_NOM_GEN;NEIN;NA;NA;postnom;s;NA;NA
269;g/  liebreich/ widerstehet allen Anfechtungen und ;Anreitzungen; der Suend/ wachet staetts auff die Bewegungen  ihre;OOBD-1710-KT-neu.txt;OOBD;1710;KT;neu.txt;NA;Anreizung;NA;NA;NEIN;an;PL;NEIN;NOM_GEN;NEIN;NA;NA;postnom;KEIN;NA;NA
467;ames,* die vnersaettige  Geldtsucht/ durch welcher ;anreitzung; manniger Ehr vnd Redligkeit hindan setzt/ vnnd le;NOBD-1620-KT-081.txt;NOBD;1620;KT;081.txt;NA;Anreizung;NA;NA;NEIN;an;SG;NEIN;PREP_DET_NOM_GEN;NEIN;NA;NA;postnom;s;durch;NA
350;undern wyrdig/  ist die/ so durch ein sonderliche ;anreitzung;/ sich also freundlich/ lieblich/ vnd anmuetig erze;NOBD-1560-ST-045.txt;NOBD;1560;ST;045.txt;NA;Anreizung;NA;NA;NEIN;an;SG;NEIN;DET_ADJ_NOM;NEIN;NA;sonderlich;NA;u;NA;NA
386;/ gerichtet/ die sol man mit;Anrueffunge;[?] ehren/ Wie man in den Collecten/ [???] tanien/;NOBD-1590-KT-063.txt;NOBD;1590;KT;063.txt;NA;Anrufung;ehren;NA;NEIN;an;SG;NEIN;PREP_NOM_V;NEIN;NA;NA;NA;KEIN;mit;NA
1558;hen/  in jhren guten wercken vnd verdiensten/ bey ;anruffung; der Heyligen/ jhren Vigilien vn_ Seelmessen? Sie ;OOBD-1620-KT-075.txt;OOBD;1620;KT;075.txt;NA;Anrufung;NA;NA;NEIN;an;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;bei;NA
3085;kt derMesspriester auch derSeelen im Fegfeuer/ mit widerholter;Anruffung;  der Heiligen: zu GOtt bittende: Gedencke  im bes;WOBD-1680-KT-113.txt;WOBD;1680;KT;113.txt;NA;Anrufung;NA;NA;NEIN;an;SG;NEIN;PREP_ADJ_NOM_GEN;JA;NA;wiederholt;postnom;KEIN;mit;NA
973;/  das Gottes forcht/ glauben/ rechte Christliche ;anrueffung;/  zucht vnd gute sitten gepflantzt werden.  Darzu;OMD-1560-KT-048.txt;OMD;1560;KT;048.txt;NA;Anrufung;NA;NA;NEIN;an;SG;NEIN;ADJ_NOM;NEIN;NA;christlich;NA;KEIN;NA;NA
2474;n? welche dess Gebetts fuer  die Abgestorbenen/ der ;anruffung; der Heiligen/ dess Ablasses rc. sich theilhafftig ;WMD-1650-KT-106.txt;WMD;1650;KT;106.txt;NA;Anrufung;NA;NA;NEIN;an;SG;NEIN;DET_NOM_GEN;NEIN;NA;NA;postnom;b;NA;NA
3062;e Bitt fuer die Segnung Brods und Weins. (2.) Eine ;Anruffung; der Heiligen/  als durch welcher Bitt und Verdien;WOBD-1680-KT-113.txt;WOBD;1680;KT;113.txt;NA;Anrufung;NA;NA;NEIN;an;SG;NEIN;DET_NOM_GEN;NEIN;NA;NA;postnom;u;NA;NA
970;r Regierung/ das man rechte Gottes erkentnis  vnd ;anrueffung; pflantzen vnd erhalten sol/ wie im andern Psalm g;OMD-1560-KT-048.txt;OMD;1560;KT;048.txt;NA;Anrufung;NA;NA;NEIN;an;SG;NEIN;GEN_NOM;NEIN;NA;NA;prenom;s;NA;NA
3070;h ihrer auch ehrentbietig mit Freude/  Folge/ und ;Anruffung; erinnern/ sonderlich aber der an Leib und Seele g;WOBD-1680-KT-113.txt;WOBD;1680;KT;113.txt;NA;Anrufung;NA;NA;NEIN;an;SG;NEIN;NOM;NEIN;NA;NA;NA;KEIN;NA;NA
5006;damit vmbgehen sollen/ das sie nicht das ewige darueber verlieren. Summa wir sehen teglich/ das viel vnter vns/ Alt/ Jung/ Man/ Weib/ Kinder/ in warer;Anruffung;des Sons Gottes seliglich von hinnen scheiden/ vnd warhafftig den Tod nicht sehen noch schmecken/ sondern dringen durch den Tod ins ewige Leben: Fur zeiten;OMD-1590-KT-066.txt;OMD;1590;KT;066.txt;NA;Anrufung;NA;NA;NEIN;an;SG;NEIN;PREP_ADJ_NOM_GEN;JA;NA;wahr;postnom;KEIN;in;NA
5005;Gleubigen/ von ewiger verdamnis der Gottlosen/ etc. 3. Es sind die Kirchen bey vns reformiret/ vnd werden darinnen nicht mehr gehoeret Papistische Legenden/ oder Abgoettische;Anruffung;der Heiligen/ oder Messopffer fur die Todten vnd Lebendigen/ Sondern man predigt das reine seligmachende Wort Gottes/ man handelt die Tauffe vnd Abendmal deutsch/ man;OMD-1590-KT-066.txt;OMD;1590;KT;066.txt;NA;Anrufung;NA;NA;NEIN;an;SG;NEIN;ADJ_NOM_GEN;NEIN;NA;abgoettisch;postnom;KEIN;NA;NA
5007;eigenen Evangelisch-Lutherischen Kyrche/ findet nebst dem auch aus dem Pabstthum auf uns geerbet: als muessen wir uns freylich zuvoerderst darum bekuemmern/ ob wir auch durch;Anschaffung/;Herstellung/ und Besorgung dieses schoenen Orgel-Werkes/ etwas GOtt wolgefaelliges ausgerichtet haben? Und wird also dieser ansehnlichen/ volkreichen Gemeine nicht zuwider seyn/ wenn wir zum Voraus;NOBD-1710-KT-neu.txt;NOBD;1710;KT;neu.txt;NA;Anschaffung;NA;NA;NEIN;an;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;durch;NA
1446;n mit speyse vn_ frewde/ vnd gnade geben/ das bey ;anschawung;  dises Euangelischen Panckets/ auch vnsere Seelen;OOBD-1590-KT-056.txt;OOBD;1590;KT;056.txt;NA;Anschauung;NA;NA;NEIN;an;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;bei;NA
1834;ng geniessen.  Wann wird die Zeit kommen/ dass die ;Anschauung; dem Glauben deiner  Gegenwart werde nachfolgen/  ;OOBD-1710-KT-neu.txt;OOBD;1710;KT;neu.txt;NA;Anschauung;NA;NA;NEIN;an;SG;NEIN;DET_NOM;NEIN;NA;NA;NA;b;NA;NA
1809; Ubung in unser  Seel etwas wuercket/  welches die ;Anschauung; GOttes in den Himmlischen  Geisteren verursachet/;OOBD-1710-KT-neu.txt;OOBD;1710;KT;neu.txt;NA;Anschauung;NA;NA;NEIN;an;SG;NEIN;DET_NOM_GEN;NEIN;NA;NA;postnom;b;NA;NA
1810; dass die Gegenwart GOttes  auff Erden ersetze die ;Anschauung; Gottes/ und dass sie unser Trost seye in disem Jam;OOBD-1710-KT-neu.txt;OOBD;1710;KT;neu.txt;NA;Anschauung;NA;NA;NEIN;an;SG;NEIN;DET_NOM_GEN;NEIN;NA;NA;postnom;b;NA;NA
1833;zu theil mache/ was sie durch die seeligmachende  ;Anschauung; geniessen.  Wann wird die Zeit kommen/ dass die An;OOBD-1710-KT-neu.txt;OOBD;1710;KT;neu.txt;NA;Anschauung;NA;NA;NEIN;an;SG;NEIN;DET_ADJ_NOM;NEIN;NA;seligmachend;NA;b;NA;NA
1312;vnnss vnnd dem heyligen reich zuo ere.  vnnd merer ;ansehung; geruesst hallten. Nemlich eyn graf oder herr sechss ;OOBD-1500-ST-001.txt;OOBD;1500;ST;001.txt;NA;Ansehung;NA;NA;NEIN;an;SG;NEIN;PREP_ADJ_NOM;JA;NA;mehr;NA;KEIN;zu;NA
673;faeltigen und verstaendigen Hauss=Vatter/ was er bey ;Anstellung; eines%-------------------------------------------;NOBD-1680-ST-neu.txt;NOBD;1680;ST;neu.txt;NA;Anstellung;NA;NA;NEIN;an;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;bei;NA
669; ?<h1>CLASSIS I.  Von nuetzlicher und ordentlicher ;Anstellung; einer Meyerey/ Landtguhts oder Baurenhoffs/ sampt;NOBD-1680-ST-neu.txt;NOBD;1680;ST;neu.txt;NA;Anstellung;NA;NA;NEIN;an;SG;NEIN;PREP_ADJ_NOM_GEN;JA;NA;ordentlich;postnom;KEIN;von;NA
2293;der ein Stiffter der Suende ist/ nicht allein  die ;Anstifftung; der Suenden/ sondern auch dieErschaffung  vnserer ;WMD-1590-KT-neu.txt;WMD;1590;KT;neu.txt;NA;Anstiftung;NA;NA;NEIN;an;SG;NEIN;DET_NOM_GEN;NEIN;NA;NA;postnom;b;NA;NA
283;e Mutter  Judith/ durch so vielfaeltige Raencke und ;Anstifftungen;  fuer ihn all ihr Lebenlang gestrebet/  nicht so s;OOBD-1710-ST-130.txt;OOBD;1710;ST;130.txt;NA;Anstiftung;NA;NA;NEIN;an;PL;NEIN;PREP_ADJ_NOM;NEIN;NA;vielfaeltig;NA;KEIN;durch;NA
1893;ro dahin gerichtet  hatte/ dass vorbedeutete seine ;Anwartung; auf das voellige Vaetterliche und Grossvaetterliche  ;OOBD-1710-ST-130.txt;OOBD;1710;ST;130.txt;NA;Anwartung;NA;NA;NEIN;an;SG;NEIN;GEN_NOM;NEIN;NA;NA;prenom;s;NA;NA
2980; muss auff gerichtet werden/ nach;anweissung; vnsers <l>*Apendicis Compendij Astronomiae, de er;WOBD-1650-ST-095.txt;WOBD;1650;ST;095.txt;NA;Anweisung;NA;NA;NEIN;an;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;nach;NA
583;es was mit Verstand  vorgenommen werden sol/ nach ;Anweisung;  der Natur Kunst=staendig beschraenket  werden muss.;NOBD-1650-ST-099.txt;NOBD;1650;ST;099.txt;NA;Anweisung;NA;NA;NEIN;an;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;nach;NA
