Nr;Text_vorher;UNG;Text_danach;Textstelle;Sprachraum;Jahr;Textsorte;Textstelle5;Erstglied;Lemma;NOM_V;FVG;Fremdwortbasis;Praefix;Numerus;Simplexbasis;Konstruktion;als_praep_Kompl;Prep_Det_Nom;Adj;Genitiv;Det;Prep;Anmerkungen
15;esagt hast sein war/ vn_ in deine_ reden ist kein ;straffung;. Daru_b bit nur fuer vns_/ wann du bist ein hailig;NOBD-1500-KT-009.txt;NOBD;1500;KT;009.txt;NA;Strafung;NA;NA;NEIN;NA;SG;JA;DET_NOM;NEIN;NA;NA;NA;s;NA;NA
16;agt hast sein war vn_ es ist in deinen reden kein ;straffung;. Daru_b bit nur gott fuer vns/ wan_ du bist ein he;NOBD-1500-KT-009.txt;NOBD;1500;KT;009.txt;NA;Strafung;NA;NA;NEIN;NA;SG;JA;DET_NOM;NEIN;NA;NA;NA;s;NA;NA
26; wirdet hie gemerckt. Es ist in deinen rede_ kein ;straffung;. ¶Das fuenfft das da ist der vmbstendigkeit halben;NOBD-1500-KT-009.txt;NOBD;1500;KT;009.txt;NA;Strafung;NA;NA;NEIN;NA;SG;JA;DET_NOM;NEIN;NA;NA;NA;s;NA;NA
100; beuelhen  alle die ding der verhoerung vrtail vnd ;straffung; irs geistliche_ vaters/ vn_ anderr geistlichen  v;NOBD-1500-KT-009.txt;NOBD;1500;KT;009.txt;NA;Strafung;NA;NA;NEIN;NA;SG;JA;NOM_GEN;NEIN;NA;NA;postnom;KEIN;NA;NA
654;n wollen/ und diesen *Affectum hæmaptoicum,* oder ;Blutstuertzung; der Lungen/  jedesmal fuer sorglich halten muessen/;NOBD-1680-KT-neu.txt;NOBD;1680;KT;neu.txt;Blut;Stuerzung;NA;NA;NEIN;NA;SG;JA;DET_NOM_GEN;NEIN;NA;NA;postnom;s;NA;NA
2732;itt zucker siess gemachet ist guot wider des miltz ;suchtung;/ vnd wider das feber.  xxj¶Jtem Wermuot gesotten ;WOBD-1530-ST-023.txt;WOBD;1530;ST;023.txt;NA;Suchtung;NA;NA;NEIN;NA;SG;JA;PREP_GEN_NOM;JA;NA;NA;prenom;s;wider;NA
5129;1578. da jhnen doch wol bewust/ das er bey Euangelischen Religion endtlichen erzogen/ dennoch in das Bistumb eingefuert/ Gehuldiget vnNASALSTRICH acceptirt haben/ ohn einiges menschen;tadlung;oder widersprechen. Ja das noch mehr ist/ auch den 21. *Octob.* verschinen 91. Jars die jetzige Hoch vnnd Ehrwuerdige Herrn Capitulares eigens willens *Vnanimiter* selbss/;WOBD-1590-ST-neu2.txt;WOBD;1590;ST;neu2.txt;NA;Tadelung;NA;NA;NEIN;NA;SG;JA;PREP_GEN_NOM;JA;NA;NA;prenom;s;ohne;NA
2540; Saeuffereyen/ Schaenden/  Schmaehen/ Schimpffieren/ ;Narrentheidunge;/  und dergleichen Aergernues  geben. Jhren Willen ;WMD-1680-KT-122.txt;WMD;1680;KT;122.txt;Narren;Teidung;NA;NA;NEIN;NA;SG;JA;NOM;NEIN;NA;NA;NA;KEIN;NA;NA
1880;zu desselben vonihme kurtz fuer seinem Lebens Ende gepflogener;Theilung;.</h1> Als Kaeyser Carl der Grosse im Jahre 814.  d;OOBD-1710-ST-130.txt;OOBD;1710;ST;130.txt;NA;Teilung;NA;NA;NEIN;NA;SG;JA;PREP_GEN_ADJ_NOM;JA;NA;gepflogen;prenom;s;zu;NA
1913;amit gelungen/  dass nicht allein in jetztbesagter ;Theilung; gemelter  beyder Printzen Angelegenheit und Gebueh;OOBD-1710-ST-130.txt;OOBD;1710;ST;130.txt;NA;Teilung;NA;NA;NEIN;NA;SG;JA;PREP_ADJ_NOM;JA;NA;jetztbesagt;NA;KEIN;in;NA
1916;auch *Ludo-vicus,*  Koenig in Bayern/ mit sothaner ;Theilung;%--------------------  hauptsaechlich zu Unfrieden/;OOBD-1710-ST-130.txt;OOBD;1710;ST;130.txt;NA;Teilung;NA;NA;NEIN;NA;SG;JA;PREP_ADJ_NOM;JA;NA;sotan;NA;KEIN;mit;NA
1902; ReichsTheilungen.  Beschaffenheit beygebrachter  ;Theilung; unter *Ludovico P.* und Anmerkung darueber.</h1>  ;OOBD-1710-ST-130.txt;OOBD;1710;ST;130.txt;NA;Teilung;NA;NA;NEIN;NA;SG;JA;ADJ_NOM;NEIN;NA;beigebracht;NA;KEIN;NA;NA
1933;de er auch an die mit *Carolo Calvo* getroffenen  ;Theilung; nicht gebunden seyn. Fernerwar in mehr erwehnter ;OOBD-1710-ST-130.txt;OOBD;1710;ST;130.txt;NA;Teilung;NA;NA;NEIN;NA;SG;JA;PREP_DET_ADJ_NOM;NEIN;NA;getroffen;NA;b;an;NA
1898;d vermoegte sie endlich zu Gehelung einer gleichen ;Theilung; dess gesam_ten/ dem Kaeyser noch unmittelbar in Han;OOBD-1710-ST-130.txt;OOBD;1710;ST;130.txt;NA;Teilung;NA;NA;NEIN;NA;SG;JA;DET_ADJ_NOM;NEIN;NA;gleich;NA;u;NA;NA
1904;nd Anmerkung darueber.</h1>  VOn was fuer Art diese ;Theilung; gewesen/ ist nicht so gleich ersten Anblicks zu u;OOBD-1710-ST-130.txt;OOBD;1710;ST;130.txt;NA;Teilung;NA;NA;NEIN;NA;SG;JA;DET_NOM;NEIN;NA;NA;NA;DEM;NA;NA
1909; Dann ob zwar erst angefuehrte von demselben zwischen seinen Soehnen *Lothario* und *Carolo* im Jahr 839. veranlaste ;Theilung; im Grund der Wahrheit  billich fuer die einige Urs;OOBD-1710-ST-130.txt;OOBD;1710;ST;130.txt;NA;Teilung;NA;NA;NEIN;NA;SG;JA;ADJ_NOM;NEIN;NA;veranlasst;NA;KEIN;NA;NA
282;n  sollten.  <h1>II.  Dreyerey Arten Fraenckischer ;ReichsTheilungen;.  Beschaffenheit beygebrachter  Theilung unter *L;OOBD-1710-ST-130.txt;OOBD;1710;ST;130.txt;Reichs;Teilung;NA;NA;NEIN;NA;PL;JA;ADJ_NOM;NEIN;NA;fraenkisch;NA;KEIN;NA;NA
1877;zwar anfaenglich den  gantzen Verlauff der grossen Fraenckischen;Reichstheilung;/  von welcher alles hergeflossen/ aus ihrem  inne;OOBD-1710-ST-130.txt;OOBD;1710;ST;130.txt;Reichs;Teilung;NA;NA;NEIN;NA;SG;JA;DET_ADJ_NOM;NEIN;NA;gross;NA;b;NA;NA
2782;vil Volcks jaemerlich vmbkom_en/ Auch wirdt grosse ;theurung;/ Pestilentz an dem selbigen ort erscheinen/ vnd g;WOBD-1560-ST-neu2.txt;WOBD;1560;ST;neu2.txt;NA;Teuerung;NA;NA;NEIN;NA;SG;JA;ADJ_NOM;NEIN;NA;gross;NA;KEIN;NA;NA
1150;alle das Seine verzehret hatte/  ward eine grosse ;Theurung; durch dasselbige  gantze Land/ und er fieng an zu;OMD-1680-KT-neu.txt;OMD;1680;KT;neu.txt;NA;Teuerung;NA;NA;NEIN;NA;SG;JA;DET_ADJ_NOM;NEIN;NA;gross;NA;u;NA;NA
2892;der Fuersten/  vnd koennen die bevorstehende Krieg/ ;Thewrung; vnd jemands todt vnd dergleichen wissen/ dann sie;WOBD-1620-KT-079.txt;WOBD;1620;KT;079.txt;NA;Teuerung;NA;NA;NEIN;NA;SG;JA;DET_NOM;NEIN;NA;NA;NA;KEIN;NA;Pluralsemantik?
391;ott/ 2. Samuel. 21. das er lest drey gantzer Jahr ;Thewrung; kommen/ Do nun Gott gefraget  wird/ warumb Er das;NOBD-1590-KT-063.txt;NOBD;1590;KT;063.txt;NA;Teuerung;NA;NA;NEIN;NA;SG;JA;GEN_NOM;NEIN;NA;NA;prenom;s;NA;NA
2784;ieg/ auffrhuor/ mordt vnd brand/ bluotuergiessen/ ;theurung;  vnd hunger begegnen. Vnder dem Stier seind geleg;WOBD-1560-ST-neu2.txt;WOBD;1560;ST;neu2.txt;NA;Teuerung;NA;NA;NEIN;NA;SG;JA;NOM;NEIN;NA;NA;NA;KEIN;NA;NA
1282; gefallen in allem de_/ das gott gefallet.  es sy ;tuerung; oder wolfeil/ sterbend/  oder gesuntliche zitt/ i;OOBD-1500-KT-003.txt;OOBD;1500;KT;003.txt;NA;Teuerung;NA;NA;NEIN;NA;SG;JA;NOM;NEIN;NA;NA;NA;KEIN;NA;NA
5130;Land eingehen. Jerusalem wird zerstoeret das kein Stein auff dem andern bleibet/ <z>Lucæ 19.</z> Jm Propheten Ezechiele am 14. Capitel bezeuget Gott ausdruecklich/ das Pestilentz/;Thewrung/;Krieg vnd Blut vergiessen von jm kome zur straffe der sunden. Das heutiges Tages allenthalben in der Welt so viel ungluecks/ angst vnd not ist/;OMD-1590-KT-066.txt;OMD;1590;KT;066.txt;NA;Teuerung;NA;NA;NEIN;NA;SG;JA;NOM;NEIN;NA;NA;NA;KEIN;NA;NA
1208;he  und falle.</z>  Hat ein Nagel lange genung in ;Tragung; der Last/ die man ihm auffgehaenget hat/ gedienet/;OMD-1710-KT-137.txt;OMD;1710;KT;137.txt;NA;Tragung;NA;NA;NEIN;NA;SG;JA;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;in;NA
1892;chste/%--------------------  ihn zu anderwaertiger ;Trauung; zu vermoegen/  massen es dann endlich obwohl mit M;OOBD-1710-ST-130.txt;OOBD;1710;ST;130.txt;NA;Trauung;NA;NA;NEIN;NA;SG;JA;PREP_ADJ_NOM;JA;NA;anderwaertig;NA;KEIN;zu;NA
2617;doch wenigstens/ durch innerliche Uneinigkeit und ;Trennung; unter sich selbst/ ihme grossen Vortheil in die H;WMD-1710-ST-142.txt;WMD;1710;ST;142.txt;NA;Trennung;NA;NA;NEIN;NA;SG;JA;PREP_ADJ_NOM;JA;NA;NA;NA;KEIN;durch;NA
2563;alle eigenmaechtige/ liederliche und leichtfertige ;Trennung; aussschliesset? Dann wer wuerde sonsten dergleichen;WMD-1680-ST-neu.txt;WMD;1680;ST;neu.txt;NA;Trennung;NA;NA;NEIN;NA;SG;JA;ADJ_NOM;NEIN;NA;leichtfertig;NA;KEIN;NA;NA
2436;immer fort verharret im abschewlichen  Laster der ;Trennung; oder vneynigkeit.  Dass Hunger vnd Durst vnd hertz;WMD-1650-KT-106.txt;WMD;1650;KT;106.txt;NA;Trennung;NA;NA;NEIN;NA;SG;JA;DET_NOM;NEIN;NA;NA;NA;b;NA;NA
1895;n zwischen gedachte ihre Stieffsoehn Misstrauen und ;Trennung; zu bringen. Der Ursachen soehnete  sie *Lotharium*;OOBD-1710-ST-130.txt;OOBD;1710;ST;130.txt;NA;Trennung;NA;NA;NEIN;NA;SG;JA;NOM;NEIN;NA;NA;NA;KEIN;NA;NA
1039; fuer falschen Propheten/ Sie sehen nicht auff die ;Trennung; vnd Ergerniss/ Sie lassen sich berauben vnd verfueh;OMD-1620-KT-085.txt;OMD;1620;KT;085.txt;NA;Trennung;NA;NA;NEIN;NA;SG;JA;PREP_DET_NOM;NEIN;NA;NA;NA;b;auf;NA
2568;ebandesNatur verletzet/ und also zu einiger ;Tren_ung; Ursach gegeben werden koente.  Und nim_t also kein;WMD-1680-ST-neu.txt;WMD;1680;ST;neu.txt;NA;Trennung;NA;NA;NEIN;NA;SG;JA;PREP_DET_NOM;NEIN;NA;NA;NA;s;zu;NA
1910;fuer die einige Ursach einer andern/ hernachmals zwischen den Bruedern erfolgten gaentzlichen;Reichs=Trennung; nach jetzbesagter dritten  Art mag erkennet werde;OOBD-1710-ST-130.txt;OOBD;1710;ST;130.txt;Reichs;Trennung;NA;NA;NEIN;NA;SG;JA;DET_ADJ_NOM;NEIN;NA;gaenzlich;NA;u;NA;NA
558;ngstiget gewesen?  3. *Angeli consolationem,* die ;Troestung; des Engels.  Den Lucas meldet/ das/ nach dem der ;NOBD-1650-KT-100.txt;NOBD;1650;KT;100.txt;NA;Troestung;NA;NA;NEIN;NA;SG;JA;DET_NOM_GEN;NEIN;NA;NA;postnom;b;NA;NA
2348;iegsvolck gangen/ widerumb  hinauss geben/ oder in ;vberantwortung; seiner  Anlag abziehen.  Zwen Gegenschreiber/ sol;WMD-1590-ST-070.txt;WMD;1590;ST;070.txt;NA;ueberantwortung;NA;NA;NEIN;ueber;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;in;NA
1181;g ergaentzen/ den Schluss aber mit einer lieblichen ;Ubereinstimmung; enden muss.  §.2. Es werden aber zu dieser Wissens;OMD-1680-ST-121.txt;OMD;1680;ST;121.txt;NA;uebereinstimmung;NA;NA;NEIN;ueber;SG;NEIN;PREP_DET_ADJ_NOM;NEIN;NA;lieblich;NA;u;mit;NA
851;auss geste laden ader bitten wolde/ Doch nicht tzu ;vberfaru_g; ader hinderghen vnser Statut vnd gesetze Szo sal ;OMD-1500-ST-neu.txt;OMD;1500;ST;neu.txt;NA;ueberfahrung;NA;NA;NEIN;ueber;SG;NEIN;PREP_NOM;JA;NA;NA;postnom;KEIN;zu;NA
2342;emein Truhe geordnet wirt/ zu vberant worten/ mit ;vbergebung; der verzeichnuss/ so jr gebuer  erlegt/ vnd sollen ;WMD-1590-ST-070.txt;WMD;1590;ST;070.txt;NA;uebergebung;NA;NA;NEIN;ueber;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;mit;NA
1764;Waessrige Zeichen seynd gemeiniglich  die gaehliche ;Uberschwemmung; der Fluess/ Jtem die Bronnen/ wann sie in laimichte;OOBD-1680-KT-110.txt;OOBD;1680;KT;110.txt;NA;ueberschwemmung;NA;NA;NEIN;ueber;SG;NEIN;DET_ADJ_NOM_GEN;NEIN;NA;gaehlich;NA;b;NA;NA
2925;nnen sehr weit gefehlet. Dann erstlich hat er auss ;vbersehung; der *pa-rallaxeon,*  die *galaxiam,* oder weisse ;WOBD-1620-ST-078.txt;WOBD;1620;ST;078.txt;NA;uebersehung;NA;NA;NEIN;ueber;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;aus;NA
1218;nennet worden so ist wohl/ wenn wir die deutsche ;Ubersetzung; mit dem Griechischen Texte zusammen halten/ die U;OMD-1710-KT-137.txt;OMD;1710;KT;137.txt;NA;uebersetzung;NA;NA;NEIN;ueber;SG;NEIN;DET_ADJ_NOM;NEIN;NA;deutsch;NA;b;NA;NA
1409;ias sagt dergleichen am 53. cap. Er ist vmb vnser ;vbertretung; willen verwundet/ and vmb vnser missethat willen ;OOBD-1560-KT-040.txt;OOBD;1560;KT;040.txt;NA;uebertretung;NA;NA;NEIN;ueber;SG;NEIN;PREP_GEN_NOM_PREP;JA;NA;NA;prenom;s;um_willen;NA
1100;en und Gottes Haussgenossen worden sind/ der unser ;uebertrettung;  getilget/ die Suende zugesiegelt/ des Teuffels We;OMD-1650-KT-neu2.txt;OMD;1650;KT;neu2.txt;NA;uebertretung;NA;NA;NEIN;ueber;SG;NEIN;GEN_NOM;NEIN;NA;NA;prenom;s;NA;NA
2518;dencke nicht der Suende meiner Jugend/ noch meiner ;Ubertretung;/  gedencke aber mein nach deiner  Barmhertzigkeit;WMD-1680-KT-122.txt;WMD;1680;KT;122.txt;NA;uebertretung;NA;NA;NEIN;ueber;SG;NEIN;GEN_NOM;NEIN;NA;NA;prenom;s;NA;NA
1156;mma:  Grandia mala mea.* Gross ist meine Suende und ;uebertretung;.  Dieses Wort=spiel koemmet zwar nicht aus den Nam;OMD-1680-KT-neu.txt;OMD;1680;KT;neu.txt;NA;uebertretung;NA;NA;NEIN;ueber;SG;NEIN;GEN_NOM;NEIN;NA;NA;prenom;s;NA;NA
2712;/ oder von drucke_ holtz. Diss vier harn bezeyche_ ;uebertrettung;  der volkummen dawung des magens  eins gsunden me;WOBD-1530-ST-023.txt;WOBD;1530;ST;023.txt;NA;uebertretung;NA;NA;NEIN;ueber;SG;NEIN;NOM_GEN;NEIN;NA;NA;postnom;KEIN;NA;NA
286; hellischer potten (die Christus durch der selben ;vberweltigung; bedeut) versichert  vnd vergewiset ist. ;NOBD-1530-KT-027.txt;NOBD;1530;KT;027.txt;NA;ueberwaeltigung;NA;NA;NEIN;ueber;SG;NEIN;PREP_GEN_NOM;JA;NA;NA;prenom;s;durch;NA
1867; all ihre blutstuertzende Anschlaege und Sprueche zu ;Uberwaeltigung; bey nahe dess gantzen *Europae,* baueten. Bey *Cal;OOBD-1710-ST-130.txt;OOBD;1710;ST;130.txt;NA;ueberwaeltigung;NA;NA;NEIN;ueber;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;zu;NA
2469;itte ich sie erstlich sie woellen sehen wie solche ;vberweisung; oder vnderweisung  vor der Schrifft habe muessen h;WMD-1650-KT-106.txt;WMD;1650;KT;106.txt;NA;ueberweisung;NA;NA;NEIN;ueber;SG;NEIN;DET_NOM;NEIN;NA;NA;NA;s;NA;NA
1905;ey den Francken sind ihrer in allem dreyerley  in ;Ubung; gekommen. Die erste betraff nicht das Reich selbs;OOBD-1710-ST-130.txt;OOBD;1710;ST;130.txt;NA;uebung;kommen;FVG;NEIN;NA;SG;JA;PREP_NOM_V;NEIN;NA;NA;NA;KEIN;in;FVG
2507;*fol. 30.* dass nebst der offentlichen ;Catechismus=Ubung; noethig seyn wolle/ dass auch die *Præ-ceptores*%--;WMD-1680-KT-122.txt;WMD;1680;KT;122.txt;Katechismus;uebung;NA;NA;NEIN;NA;SG;JA;PREP_DET_ADJ_NOM;NEIN;NA;oeffentlich;NA;b;nebst;NA
984;e Kirchen kommen muessen/ vnd wiewol diese  ;Kinder vbung; gering scheinet/ so ists doch der fuernemsten werc;OMD-1560-KT-048.txt;OMD;1560;KT;048.txt;Kinder;uebung;NA;NA;NEIN;NA;SG;JA;DET_NOM;NEIN;NA;NA;NA;DEM;NA;NA
811;mern zum Behuff der Augspurgischen  ;Confessions-Ubung; drey Kirchen  auf der Evangelischen Unkosten auss;NOBD-1710-ST-135.txt;NOBD;1710;ST;135.txt;Konfessions;uebung;NA;NA;NEIN;NA;SG;JA;DET_ADJ_NOM;NEIN;NA;augsburgisch;NA;b;NA;NA
397;n gemuetern/  alle vnterweisung vortheilhafftiger  ;Kriegsuebung;/ in sonderheit  aber/ wie vn_ mit was geschicklig;NOBD-1590-ST-neu.txt;NOBD;1590;ST;neu.txt;Kriegs;uebung;NA;NA;NEIN;NA;SG;JA;ADJ_NOM;NEIN;NA;vorteilhaftig;NA;KEIN;NA;NA
571;ten zu reden fuehren muss. Jenes ist durch beharrte ;Ubung; zu wegen zubringen/ wie Demosthenes  seine schwer;NOBD-1650-ST-099.txt;NOBD;1650;ST;099.txt;NA;uebung;NA;NA;NEIN;NA;SG;JA;PREP_ADJ_NOM;JA;NA;beharrt;NA;KEIN;durch;NA
1837;tt/  und vor GOtt sihet/ sie lebt in bestaendiger  ;Ubung; der Leibe GOttes/ weil sie wuercket auss Liebe/ und;OOBD-1710-KT-neu.txt;OOBD;1710;KT;neu.txt;NA;uebung;NA;NA;NEIN;NA;SG;JA;PREP_ADJ_NOM_GEN;JA;NA;bestaendig;postnom;KEIN;in;NA
306;durch gross erfarung/ vnd lange zeyt in fleyssiger ;vbung; so gwiss werd/ das er auss eygnem verstand den er m;NOBD-1530-ST-026.txt;NOBD;1530;ST;026.txt;NA;uebung;NA;NA;NEIN;NA;SG;JA;PREP_ADJ_NOM;JA;NA;fleissig;NA;KEIN;in;NA
565;en werden geboren/ und die Redner durch Kunst und ;Vbung; erzogen. Ja/ es wollen etliche behaubten/  dass di;NOBD-1650-ST-099.txt;NOBD;1650;ST;099.txt;NA;uebung;NA;NA;NEIN;NA;SG;JA;PREP_NOM;JA;NA;NA;NA;KEIN;durch;NA
899;ane mercklichen schaden der zene dy weylss auch in ;vbunge; vnd fragunge ist so sich einer gebrochen hat/ ab ;OMD-1530-ST-neu.txt;OMD;1530;ST;neu.txt;NA;uebung;NA;NA;NEIN;NA;SG;JA;PREP_NOM;JA;NA;NA;NA;KEIN;in;NA
586;"g der ""Noten mit auf die Welt bringet/ und sonder ";Ubung; zu einiger Vollkommenheit gelangen kan so wenig ;NOBD-1650-ST-099.txt;NOBD;1650;ST;099.txt;NA;uebung;NA;NA;NEIN;NA;SG;JA;PREP_NOM;JA;NA;NA;NA;KEIN;sonder;NA
1839;glueckseelig ist ein solche Seel/ die da stirbt in ;Ubung; der Liebe  GOttes! wilst du dises Glueck haben?  s;OOBD-1710-KT-neu.txt;OOBD;1710;KT;neu.txt;NA;uebung;NA;NA;NEIN;NA;SG;JA;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;in;NA
1548;ist gut.   Du magst auch/ denthailen/ vor oder in ;vbung; dessRechtens/  vmb ain Compromiss/ oder anlass zuspr;OOBD-1590-ST-neu.txt;OOBD;1590;ST;neu.txt;NA;uebung;NA;NA;NEIN;NA;SG;JA;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;in;NA
822;  scheinen. Sunder auch von sinlicher ;vbung; der togende. Vnd ;OMD-1500-KT-011.txt;OMD;1500;KT;011.txt;NA;uebung;NA;NA;NEIN;NA;SG;JA;PREP_ADJ_NOM;JA;NA;sinnlich;NA;KEIN;von;NA
326;er mit hoechstem fleiss ersuch/ vnd mit vilfeltiger ;vbung; vnd embsigem nachtrachten/ gar eigentlichen warne;NOBD-1560-ST-045.txt;NOBD;1560;ST;045.txt;NA;uebung;NA;NA;NEIN;NA;SG;JA;PREP_ADJ_NOM;JA;NA;vielfaeltig;NA;KEIN;mit;NA
804;in ihre vor der Boehmischen Unruhe gehabte/ und jm Majestaet=Brief ausgedruckte Religions=Freyheit und ;Ubung; *ju-re  quasi postliminii restitui*ret wurde_. De;NOBD-1710-ST-135.txt;NOBD;1710;ST;135.txt;NA;uebung;NA;NA;NEIN;NA;SG;JA;PREP_GEN_ADJ_NOM_V;NEIN;NA;ausgedrueckt;prenom;s;in;NA
598;eichen Sprachkuenstige Fragen/  sollen die belobte ;uebung; verhoffte hoechste Vollkommenheit unsere Teutsche ;NOBD-1650-ST-099.txt;NOBD;1650;ST;099.txt;NA;uebung;NA;NA;NEIN;NA;SG;JA;DET_ADJ_NOM;NEIN;NA;belobt;NA;b;NA;NA
46;send/ gebot ir zevasten peten vnd ander geistlich ;vbung;/ vnd wan_ er sy peicht het gehoert/ so berichtet e;NOBD-1500-KT-009.txt;NOBD;1500;KT;009.txt;NA;uebung;NA;NA;NEIN;NA;SG;JA;DET_ADJ_NOM;NEIN;NA;geistlich;NA;s;NA;NA
2652; beten  vasten vnd wachen vnd vil ander gu[o]ter  ;uebung;/ vnd was gar gerecht.  Sant Jeronimus  wirdikeit ;WOBD-1500-KT-005.txt;WOBD;1500;KT;005.txt;NA;uebung;NA;NA;NEIN;NA;SG;JA;DET_ADJ_NOM;NEIN;NA;gut;NA;s;NA;NA
415;uss augenscheinlicher  erfarenheit vnd langwiriger ;uebung; erlernt werden muss. Derwegen  einem anfahenden Bue;NOBD-1590-ST-neu.txt;NOBD;1590;ST;neu.txt;NA;uebung;NA;NA;NEIN;NA;SG;JA;PREP_ADJ_NOM;NEIN;NA;langwierig;NA;KEIN;aus;NA
1183;odert (1) die Natur (2) die Unterweisung  (3) die ;uebung;.  §.3. Wiewol in der Poesie die natuerliche Neigun;OMD-1680-ST-121.txt;OMD;1680;ST;121.txt;NA;uebung;NA;NA;NEIN;NA;SG;JA;DET_NOM;NEIN;NA;NA;NA;b;NA;NA
1808; so wir in Ewigkeit  fuehren werden/  und dass dise ;Ubung; in unser  Seel etwas wuercket/  welches die Anscha;OOBD-1710-KT-neu.txt;OOBD;1710;KT;neu.txt;NA;uebung;NA;NA;NEIN;NA;SG;JA;DET_NOM;NEIN;NA;NA;NA;DEM;NA;NA
791; sichere und allezeit gueltige  *Confirmation* der ;Ubung; der Augspurgischen  *Confession* auszubitten. Sie;NOBD-1710-ST-135.txt;NOBD;1710;ST;135.txt;NA;uebung;NA;NA;NEIN;NA;SG;JA;DET_NOM_GEN;NEIN;NA;NA;postnom;b;NA;NA
1829;nd allzeit gegen GOtt. Psal. 24. v. 15.</h1>  DJe ;Ubung; der Gegenwart Gottes/  ist ein Anbettung/ dardurc;OOBD-1710-KT-neu.txt;OOBD;1710;KT;neu.txt;NA;uebung;NA;NA;NEIN;NA;SG;JA;DET_NOM_GEN;NEIN;NA;NA;postnom;b;NA;NA
1840;---------------------------[043]  3.  Endlich die ;Ubung; der Gegenwart GOttes in dem Geist bestehet in dis;OOBD-1710-KT-neu.txt;OOBD;1710;KT;neu.txt;NA;uebung;NA;NA;NEIN;NA;SG;JA;DET_NOM_GEN;NEIN;NA;NA;postnom;b;NA;NA
1815;der ewigen Besitzung.   Nun aber seynd zweyerley  ;Ubung; der Gegenwart  GOttes: eine dess Verstandts/ die a;OOBD-1710-KT-neu.txt;OOBD;1710;KT;neu.txt;NA;uebung;NA;NA;NEIN;NA;SG;JA;DET_NOM_GEN;NEIN;NA;NA;postnom;s;NA;NA
259;ie Christliche  Vollkommenheit annemmen/  etliche ;Ubungen; der Gegenwart GOttes vorstelle/ welche ihnen die ;OOBD-1710-KT-neu.txt;OOBD;1710;KT;neu.txt;NA;uebung;NA;NA;NEIN;NA;PL;JA;DET_NOM_GEN;NEIN;NA;NA;postnom;s;NA;NA
1270;n/ denn mit uebungen der tugenden/  vn_ als vil me ;uebung; der tugend so vil gnawer vnd fleissiger volbringu;OOBD-1500-KT-003.txt;OOBD;1500;KT;003.txt;NA;uebung;NA;NA;NEIN;NA;SG;JA;NOM_GEN;NEIN;NA;NA;postnom;KEIN;NA;NA
1803;der Liebe GOttes leben.  Damit man aber in diser  ;Ubung; desto leichter/  und geschwinder zunehme/  muss ma;OOBD-1710-KT-neu.txt;OOBD;1710;KT;neu.txt;NA;uebung;NA;NA;NEIN;NA;SG;JA;PREP_DET_NOM;NEIN;NA;NA;NA;DEM;in;NA
2819;ich nuhmehr alt/ vnnd in langer zeite in solcher  ;uebunge; nicht gewesen/ dannoch das Roemisch Bapsthum_ zuue;WOBD-1590-KT-061.txt;WOBD;1590;KT;061.txt;NA;uebung;NA;NA;NEIN;NA;SG;JA;PREP_DET_NOM;NEIN;NA;NA;NA;s;in;NA
1596; vber macht Muehe aufflegen/ vnd den Athem mit der ;Vbung; machen/ vnd nach vnd nach mehren/ Vnd da es den K;OOBD-1620-ST-076.txt;OOBD;1620;ST;076.txt;NA;uebung;NA;NA;NEIN;NA;SG;JA;PREP_DET_NOM;NEIN;NA;NA;NA;b;mit;NA
2445; Reynigkeit dess Hertzens lassen jhnen viel in der ;Vbung; dess wahren Glaubens  also angelegen sein/ dass sie;WMD-1650-KT-106.txt;WMD;1650;KT;106.txt;NA;uebung;NA;NA;NEIN;NA;SG;JA;PREP_DET_NOM_GEN;NEIN;NA;NA;postnom;b;in;NA
1816;zu der Gegenwart  GOttes anfrischen/  und von der ;Ubung; derselben damit die Seel aber nit daran ermuedet/;OOBD-1710-KT-neu.txt;OOBD;1710;KT;neu.txt;NA;uebung;NA;NA;NEIN;NA;SG;JA;PREP_DET_NOM_GEN;NEIN;NA;NA;postnom;b;von;NA
2434; Christo angesehen vnd geliebt ward.  Von solcher ;vbung; der Demut vnd Armut/ wie sie in der Catholischen ;WMD-1650-KT-106.txt;WMD;1650;KT;106.txt;NA;uebung;NA;NA;NEIN;NA;SG;JA;PREP_DET_NOM_GEN;NEIN;NA;NA;postnom;s;von;NA
2526;Daniels/ rc. als Gottes lebendige  Predigten/ zur ;Ubung; der wahren  Gottseligkeit/ vor Augen zu stellen. ;WMD-1680-KT-122.txt;WMD;1680;KT;122.txt;NA;uebung;NA;NA;NEIN;NA;SG;JA;PREP_DET_NOM_GEN;NEIN;NA;NA;postnom;b;zu;NA
